nama_jalan;kecamatan;kelurahan;lat_centroid;lng_centroid;fungsi_jalan;panjang_m;lebar_m;competitor_cafe;competitor_fnb;competitor_laundry;competitor_gym;competitor_fashion;competitor_stationery;competitor_carwash;competitor_photostudio;competitor_barbershop;competitor_salon;competitor_bengkel;competitor_elektronik;demand_university;demand_college;demand_school;demand_office;demand_mall;demand_hospital;transit_bus_stop;transit_bus_station;transit_train_station;transit_public_transport;total_poi_asli;bobot_fungsi;traffic_score;transit_score;total_poi_imputed;total_poi;density_cafe;log_traffic;ratio_bengkel;poi_akademik;poi_komersial;poi_score_cafe;comp_ratio_cafe;poi_score_laundry;comp_ratio_laundry;poi_score_stationery;comp_ratio_stationery;poi_score_photostudio;comp_ratio_photostudio;poi_score_barbershop;comp_ratio_barbershop;poi_score_fnb;comp_ratio_fnb;poi_score_gym;comp_ratio_gym;poi_score_salon;comp_ratio_salon;poi_score_elektronik;comp_ratio_elektronik;poi_score_fashion;comp_ratio_fashion;poi_score_bengkel;comp_ratio_bengkel;poi_score_carwash;comp_ratio_carwash;total_competitor
Jl. Taman Suryo Kusumo;Pedurungan;Muktiharjo Kidul;-6,977452487;110,4619446;Kolektor Sekunder;103,51;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6,720316652;0;0;0;0;6,720316652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Taman Suryo Kusumo 1;Pedurungan;Muktiharjo Kidul;-6,977691981;110,4641217;Kolektor Sekunder;377,44;3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,879700183;0;0;0;0;7,879700183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Taman Suryo Kusumo 2;Pedurungan;Muktiharjo Kidul;-6,978291493;110,4649632;Kolektor Sekunder;75,6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;1;2;6,406549899;0;1;0,693147181;0;6,406549899;0;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0
Jl. Taman Suryo Kusumo 4;Pedurungan;Muktiharjo Kidul;-6,9783601;110,4639358;Kolektor Sekunder;375,72;3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;1;2;7,875134484;0;1;0,693147181;0;7,875134484;0;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0
Jl. Taman Tlogomulyo;Pedurungan;Pedurungan Tengah;-7,000352731;110,4790728;Kolektor Sekunder;498,71;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8,004118373;0;0;0;0;8,004118373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Tanggul Asri;Pedurungan;Pedurungan Kidul;-7,02234607;110,4776053;Kolektor Sekunder;942,88;3;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;1,098612289;0;0,693147181;0,693147181;0,693147181;0;1,098612289;0;2;8,640875238;3,17805383;20;16,4656333;1,06058035;8,640875238;0,000176732;0,693147181;3,988984047;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;3,988984047;0,818767782;3,988984047;0,818767782;3,988984047;0,818767782;3,988984047;0,818767782;3,988984047;0,818767782;3,988984047;0,818767782;3,988984047;0,818767782;8,317766167
Jl. Tanjungsari 1;Pedurungan;Pedurungan Tengah;-7,00274405;110,4788822;Kolektor Sekunder;144,1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6,763422908;0;0;0;0;6,763422908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Terminal Penggaron;Pedurungan;Penggaron Kidul;-7,017754821;110,4940421;Kolektor Sekunder;957,83;8;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;1,098612289;0;0,693147181;0,693147181;0,693147181;0;1,098612289;0;2;9,637324281;3,17805383;20;16,4656333;1,044026602;9,637324281;6,52474E-05;0,693147181;3,988984047;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;3,988984047;0,818767782;3,988984047;0,818767782;3,988984047;0,818767782;3,988984047;0,818767782;3,988984047;0,818767782;3,988984047;0,818767782;3,988984047;0,818767782;8,317766167
Jl. Tirto Mukti Timur;Pedurungan;Tlogosari Kulon;-6,98989624;110,4653416;Kolektor Sekunder;162,77;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,39553743;0;0;0;0;7,39553743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Tirto Mukti Timur 3;Pedurungan;Tlogosari Kulon;-6,989842947;110,4658135;Kolektor Sekunder;98,32;3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6,535589541;0;0;0;0;6,535589541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Tlogo Berlian;Pedurungan;Palebon;-7,000240748;110,4616663;Kolektor Sekunder;88,42;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6,275740826;0;0;0;0;6,275740826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Tlogo Intan;Pedurungan;Palebon;-7,000031366;110,4621296;Kolektor Sekunder;187,25;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,025093771;0;0;0;0;7,025093771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Tlogo Putri;Pedurungan;Palebon;-7,000261584;110,4631052;Kolektor Sekunder;221,05;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,883672488;0;0;0;0;7,883672488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Tlogo Sarangan;Pedurungan;Palebon;-7,000087799;110,4643429;Kolektor Sekunder;295,81;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;1;2;7,992640447;0;1;0,693147181;0;7,992640447;0;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0
Jl. Tlogomulyo;Pedurungan;Pedurungan Tengah;-6,998099127;110,4778029;Kolektor Sekunder;1138,94;5;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;1,098612289;1,098612289;0;0,693147181;0,693147181;0,693147181;0;1,098612289;4;2;9,340526174;3,17805383;21;16,8710984;0,878009377;9,340526174;8,77932E-05;1,098612289;3,988984047;1,098612289;1,058242006;1,098612289;1,058242006;1,098612289;1,058242006;1,098612289;1,058242006;1,098612289;1,058242006;3,988984047;1,058242006;3,988984047;1,058242006;3,988984047;1,058242006;3,988984047;1,058242006;3,988984047;1,058242006;3,988984047;1,058242006;3,988984047;1,058242006;8,317766167
Jl. Tlogosari;Pedurungan;Tlogosari Kulon;-6,981968002;110,4602126;Lokal Primer;3696,96;3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,098612289;0;0,693147181;1,386294361;0;0;0;6;1;9,468106388;1,386294361;6;4,564348191;0;9,468106388;0;0;3,988984047;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;3,988984047;0,693147181;3,988984047;0,693147181;3,988984047;0,693147181;3,988984047;0,693147181;3,988984047;0,693147181;3,988984047;0,693147181;3,988984047;0,693147181;0
Jl. Tlogotimun;Pedurungan;Tlogosari Kulon;-6,989777938;110,460025;Kolektor Sekunder;387,16;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,098612289;0;0;0;0;0;0;2;2;8,261681395;0;2;1,098612289;0;8,261681395;0;0;3,295836866;0;0;0;0;0;0;0;0;0;0;3,295836866;0;3,295836866;0;3,295836866;0;3,295836866;0;3,295836866;0;3,295836866;0;3,295836866;0;0
Jl. Turangga Timur;Pedurungan;Pedurungan Tengah;-7,004544499;110,4774888;Kolektor Sekunder;178,24;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,263273554;0;0;0;0;7,263273554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Udan Riris 1;Pedurungan;Tlogosari Kulon;-6,984461931;110,4618861;Kolektor Sekunder;387,92;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;1;2;8,263641978;0;1;0,693147181;0;8,263641978;0;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0
Jl. Wanara Timur;Pedurungan;Pedurungan Tengah;-7,003221788;110,4781854;Kolektor Sekunder;163,04;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,1742035;0;0;0;0;7,1742035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Zebra Tengah;Pedurungan;Pedurungan Kidul;-7,015954501;110,4789318;Kolektor Sekunder;525,36;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;0;0;0;1;2;8,056160404;0;1;0,693147181;0;8,056160404;0;0,693147181;0;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0
Jl. Zebra Tengah 4;Pedurungan;Pedurungan Kidul;-7,017267686;110,4775304;Kolektor Sekunder;159,15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6,862653305;0;0;0;0;6,862653305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. A. Yani;Semarang Selatan;Karangkidul;-6,992771759;110,4288004;Arteri Sekunder;1229,27;10;1,098612289;0,693147181;0,693147181;0;1,098612289;0;0;0;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;1,098612289;0;1,386294361;1,386294361;0,693147181;0;1,609437912;14;3;10,51540027;4,382026635;24;17,60506758;1,626981867;10,51540027;2,71156E-05;0,693147181;4,682131227;0,693147181;0,990865036;0,693147181;1,228151673;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;1,228151673;4,682131227;1,228151673;4,682131227;2,079441542;4,682131227;1,228151673;4,682131227;1,228151673;4,682131227;0,990865036;4,682131227;1,228151673;4,682131227;2,079441542;6,356107661
Jl. Admodirono 1;Semarang Selatan;Wonodri;-6,994356461;110,4295369;Kolektor Sekunder;264,84;5;0;0,693147181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;7,882088478;0;1;0,693147181;0;7,882088478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181
Jl. Atmodirono;Semarang Selatan;Wonodri;-6,994977167;110,4297438;Kolektor Sekunder;386,48;7;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;8,596322251;2,772588722;18;15,24923797;2,587456013;8,596322251;0,000184784;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Basudewo;Semarang Selatan;Bulustalan;-6,986085252;110,4026518;Arteri Sekunder;1064,87;6;1,098612289;1,386294361;0,693147181;0;1,098612289;0;0;0;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;1,098612289;0;1,386294361;1,386294361;0,693147181;0;1,609437912;2;3;9,861031933;4,382026635;26;18,29821476;1,878163532;9,861031933;5,21685E-05;0,693147181;4,682131227;0,693147181;0,990865036;0,693147181;1,228151673;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;1,228151673;4,682131227;0,871410324;4,682131227;2,079441542;4,682131227;1,228151673;4,682131227;1,228151673;4,682131227;0,990865036;4,682131227;1,228151673;4,682131227;2,079441542;7,049254841
Jl. Bendungan;Semarang Selatan;Barusari;-6,993345645;110,4026487;Arteri Sekunder;557,68;5;1,098612289;1,386294361;0,693147181;0;1,098612289;0;0;0;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;1,098612289;0;1,386294361;1,386294361;0,693147181;0;1,609437912;0;3;9,031955058;4,382026635;26;18,29821476;3,586286042;9,031955058;0,000119529;0,693147181;4,682131227;0,693147181;0,990865036;0,693147181;1,228151673;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;1,228151673;4,682131227;0,871410324;4,682131227;2,079441542;4,682131227;1,228151673;4,682131227;1,228151673;4,682131227;0,990865036;4,682131227;1,228151673;4,682131227;2,079441542;7,049254841
Jl. Bergota Mayat (Atas);Semarang Selatan;Randusari;-6,992800949;110,4112446;Kolektor Sekunder;269,61;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,20715592;0;0;0;0;7,20715592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Bergota Mayat (Bawah);Semarang Selatan;Randusari;-6,992589348;110,4111574;Kolektor Sekunder;296,73;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,485143624;0;0;0;0;7,485143624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Bergota Talang;Semarang Selatan;Randusari;-6,991124138;110,412709;Kolektor Sekunder;881,91;3;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;8,574038445;2,772588722;18;15,24923797;1,133902552;8,574038445;0,000188948;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Brigjend. Katamso;Semarang Selatan;Peterongan;-6,996060054;110,4363383;Arteri Sekunder;591,14;10;1,098612289;1,386294361;0,693147181;0;1,098612289;0;0;0;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;1,098612289;0;1,386294361;1,098612289;0,693147181;0;1,098612289;4;3;9,783306644;3,583518938;23;16,70119937;3,383293298;9,783306644;5,6385E-05;0,693147181;4,682131227;0,693147181;0,990865036;0,693147181;1,228151673;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;1,228151673;4,682131227;0,871410324;4,682131227;2,079441542;4,682131227;1,228151673;4,682131227;1,228151673;4,682131227;0,990865036;4,682131227;1,228151673;4,682131227;2,079441542;7,049254841
Jl. Bunderan Simpang Lima;Semarang Selatan;Pleburan;-6,990534095;110,423722;Arteri Sekunder;769,74;10;1,098612289;1,386294361;0,693147181;0;1,098612289;0;0;0;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;1,098612289;1,098612289;1,386294361;1,386294361;0,693147181;0;1,609437912;2;3;10,04729348;4,382026635;28;19,39682705;2,598279939;10,04729348;4,33028E-05;0,693147181;6,879355804;0,693147181;0,990865036;0,693147181;1,228151673;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;1,228151673;6,879355804;0,871410324;6,879355804;2,079441542;6,879355804;1,228151673;6,879355804;1,228151673;6,879355804;0,990865036;6,879355804;1,228151673;6,879355804;2,079441542;7,049254841
Jl. Cempedak;Semarang Selatan;Lamper Lor;-7,00052182;110,438775;Kolektor Sekunder;220,43;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0,693147181;0;0;0;0;0;0;2;2;7,188095466;0;2;1,386294361;0;7,188095466;0;0,693147181;2,079441542;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;0
Jl. Cempedak Utara;Semarang Selatan;Lamper Lor;-6,999960345;110,4390404;Kolektor Sekunder;491,77;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0,693147181;0;0;0;0;0;0;2;2;7,990109451;0;2;1,386294361;0;7,990109451;0;0,693147181;2,079441542;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;0
Jl. Cerme;Semarang Selatan;Lamper Tengah;-7,010168702;110,4443511;Kolektor Sekunder;250,75;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,604396349;0;0;0;0;7,604396349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Cerme Utara;Semarang Selatan;Lamper Tengah;-7,008332763;110,4446897;Kolektor Sekunder;181,7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6,995033287;0;0;0;0;6,995033287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Dr. Kariadi;Semarang Selatan;Randusari;-6,994751066;110,4109742;Kolektor Sekunder;731,63;6;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;1;2;9,080295466;2,772588722;18;15,24923797;1,366811093;9,080295466;0,000113888;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Durian Barat;Semarang Selatan;Lamper Kidul;-7,00819746;110,4390982;Kolektor Sekunder;374,53;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,609437912;0;0,693147181;0;0;0;0;5;2;8,228523965;0;5;2,302585093;0;8,228523965;0;0;5,521460918;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;5,521460918;0,693147181;5,521460918;0,693147181;5,521460918;0,693147181;5,521460918;0,693147181;5,521460918;0,693147181;5,521460918;0,693147181;5,521460918;0,693147181;0
Jl. Erlangga;Semarang Selatan;Pleburan;-6,992692724;110,4257894;Kolektor Sekunder;676,01;5;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;1;2;8,818940878;2,772588722;18;15,24923797;1,479268058;8,818940878;0,000147905;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Erlangga Barat 1;Semarang Selatan;Pleburan;-6,992816897;110,422816;Kolektor Sekunder;200,19;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,379332669;0;0;0;0;7,379332669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Erlangga Barat 7;Semarang Selatan;Pleburan;-6,993776975;110,4245564;Kolektor Sekunder;440,24;5;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;8,390132249;2,772588722;18;15,24923797;2,271488279;8,390132249;0,000227097;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Erlangga Selatan;Semarang Selatan;Wonodri;-6,994245667;110,428211;Kolektor Sekunder;304,96;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8,023093572;0;0;0;0;8,023093572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Erlangga Tengah;Semarang Selatan;Pleburan;-6,993716531;110,4271449;Kolektor Sekunder;597,44;4;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;8,472304606;2,772588722;18;15,24923797;1,673808249;8,472304606;0,000209182;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Gayam;Semarang Selatan;Wonodri;-6,99551489;110,4308742;Kolektor Sekunder;171,96;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;0;0;1;2;7,227430082;0;1;0,693147181;0;7,227430082;0;0;2,079441542;0;0;0;0;0;0;0;0;0;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;0
Jl. Gergaji;Semarang Selatan;Mugassari;-6,995393671;110,4182273;Kolektor Sekunder;378,61;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;0;0;0;1;2;7,546472673;0;1;0,693147181;0;7,546472673;0;0,693147181;0;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0
Jl. Gergaji 5;Semarang Selatan;Mugassari;-6,993929264;110,4169665;Kolektor Sekunder;111,12;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6,503868924;0;0;0;0;6,503868924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Gisik Sari;Semarang Selatan;Barusari;-6,994921743;110,4041806;Lokal Primer;241,41;3;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;0;0;0;0;0;0;1;1;6,586488846;0;1;0,693147181;0;6,586488846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181
Jl. Hayam Wuruk;Semarang Selatan;Pleburan;-6,995989111;110,4257855;Kolektor Sekunder;568,57;3;0,693147181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;8,135176996;0;1;0,693147181;1,758798389;8,135176996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181
Jl. HOS. Cokroaminoto;Semarang Selatan;Barusari;-6,986574361;110,4080775;Kolektor Sekunder;685,34;5;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;1;2;8,832646061;2,772588722;18;15,24923797;1,459129775;8,832646061;0,000145892;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. HOS. Cokroaminoto - Kesdam;Semarang Selatan;Barusari;-6,988579925;110,4066198;Lokal Primer;245,16;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;0;0;0;1;1;6,889224642;0;1;0,693147181;0;6,889224642;0;0,693147181;0;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0
